Source,Steel type,Initial hardness (HRC) - post quenching,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering
"Grange and Baughman, 1956",AISI-SAE 3140,?,14400,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,28.4
"Grange and Baughman, 1956",AISI-SAE 3140,?,14400,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,20.7
"Grange and Baughman, 1956",AISI-SAE 3140,?,28800,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,50.5
"Grange and Baughman, 1956",AISI-SAE 3140,?,28800,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,46.2
"Grange and Baughman, 1956",AISI-SAE 3140,?,28800,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,37.5
"Grange and Baughman, 1956",AISI-SAE 3140,?,28800,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,27.4
"Grange and Baughman, 1956",AISI-SAE 3140,?,28800,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,18.7
"Grange and Baughman, 1956",AISI-SAE 3140,?,57600,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,50.4
"Grange and Baughman, 1956",AISI-SAE 3140,?,57600,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,46.5
"Grange and Baughman, 1956",AISI-SAE 3140,?,57600,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,37.2
"Grange and Baughman, 1956",AISI-SAE 3140,?,57600,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,26.4
"Grange and Baughman, 1956",AISI-SAE 3140,?,57600,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,16.1
"Grange and Baughman, 1956",AISI-SAE 3140,?,115200,204.4,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,50.7
"Grange and Baughman, 1956",AISI-SAE 3140,?,115200,315.6,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,46.3
"Grange and Baughman, 1956",AISI-SAE 3140,?,115200,426.7,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,36.3
"Grange and Baughman, 1956",AISI-SAE 3140,?,115200,537.8,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,25.2
"Grange and Baughman, 1956",AISI-SAE 3140,?,115200,648.9,0.38,0.72,0.019,0.033,0.21,1.32,0.49,0,0,0,0,14.6
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,50.3
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,260,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,46.4
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,43.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,40.7
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,38.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,34.8
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,31.5
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,28.6
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,25.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,600,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,20.5
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,49.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,260,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,45.5
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,42.5
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,39.7
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,35.9
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,32.5
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,29.7
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,27.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,22.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,3600,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,15.5
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,47.4
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,260,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,45.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,41.5
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,38.7
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,35.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,32.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,29.1
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,25.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,19.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,14400,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,12.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,204.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,46.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,260,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,44.2
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,315.6,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,40.7
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,371.1,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,37.5
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,426.7,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,34.1
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,482.2,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,31.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,537.8,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,28.1
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,593.3,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,23.0
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,648.9,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,15.5
"Grange and Baughman, 1956",AISI-SAE 4027,?,86400,704.4,0.26,0.87,0.015,0.03,0.29,0.03,0.06,0.26,0,0,0,6.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,52.6
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,260,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,51.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,47.6
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,45.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,42.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,38.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,35.6
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,32.7
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,28.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,600,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,23.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,51.6
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,260,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,49.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,47.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,43.9
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,40.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,37.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,34.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,31.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,25.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,3600,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,18.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,51.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,260,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,48.1
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,45.7
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,42.9
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,39.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,36.1
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,32.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,29.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,22.2
"Grange and Baughman, 1956",AISI-SAE 4037,?,14400,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,13.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,204.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,50.7
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,260,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,47.7
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,315.6,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,45.2
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,371.1,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,41.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,426.7,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,38.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,482.2,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,35.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,537.8,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,31.5
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,593.3,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,26.0
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,648.9,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,17.2
"Grange and Baughman, 1956",AISI-SAE 4037,?,86400,704.4,0.35,0.8,0.022,0.028,0.24,0.06,0.06,0.25,0,0,0,9.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,57.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,260,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,53.9
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,50.7
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,48.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,45.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,41.6
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,39.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,34.6
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,29.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,600,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,25.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,55.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,260,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,51.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,49.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,46.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,43.2
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,40.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,36.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,33.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,26.2
"Grange and Baughman, 1956",AISI-SAE 4047,?,3600,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,19.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,55.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,260,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,50.9
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,48.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,46.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,42.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,39.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,35.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,31.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,22.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,14400,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,14.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,204.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,53.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,260,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,50.2
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,315.6,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,47.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,371.1,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,44.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,426.7,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,41.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,482.2,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,38.0
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,537.8,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,34.4
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,593.3,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,27.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,648.9,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,16.5
"Grange and Baughman, 1956",AISI-SAE 4047,?,86400,704.4,0.48,0.94,0.015,0.03,0.16,0.04,0.03,0.25,0,0,0,7.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,61.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,260,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,58.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,55.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,52.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,49.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,44.9
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,41.6
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,37.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,33.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,600,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,28.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,59.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,260,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,57.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,53.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,50.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,47.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,43.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,39.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,35.2
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,29.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,3600,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,21.2
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,58.7
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,260,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,56.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,52.7
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,49.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,45.7
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,42.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,37.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,32.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,25.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,14400,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,17.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,204.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,58.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,260,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,55.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,315.6,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,52.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,371.1,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,47.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,426.7,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,44.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,482.2,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,40.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,537.8,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,36.5
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,593.3,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,27.7
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,648.9,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,19.0
"Grange and Baughman, 1956",AISI-SAE 4068,?,86400,704.4,0.68,0.87,0.024,0.029,0.26,0.01,0.03,0.24,0,0,0,12.0
"Penha, 2010",AISI-SAE 4140,58.8,10,100,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,59.5
"Penha, 2010",AISI-SAE 4140,58.8,10,150,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,60.3
"Penha, 2010",AISI-SAE 4140,58.8,10,200,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,58.5
"Penha, 2010",AISI-SAE 4140,58.8,10,250,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,56.7
"Penha, 2010",AISI-SAE 4140,58.8,10,300,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,56.2
"Penha, 2010",AISI-SAE 4140,58.8,10,400,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,55.5
"Penha, 2010",AISI-SAE 4140,58.8,10,500,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,49.6
