Source,Steel type,Initial hardness (HRC) - post quenching,Tempering time (s),Tempering temperature (ºC),C (%wt),Mn (%wt),P (%wt),S (%wt),Si (%wt),Ni (%wt),Cr (%wt),Mo (%wt),V (%wt),Al (%wt),Cu (%wt),Final hardness (HRC) - post tempering
"Penha, 2010",AISI-SAE 4140,58.8,10,600,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,45.9
"Penha, 2010",AISI-SAE 4140,58.8,10,700,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,43.2
"Grange and Baughman, 1956",AISI-SAE 4140,?,40,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,47.7
"Grange and Baughman, 1956",AISI-SAE 4140,?,40,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,42.7
"Grange and Baughman, 1956",AISI-SAE 4140,?,40,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,39.4
"Grange and Baughman, 1956",AISI-SAE 4140,?,40,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,35.0
"Penha, 2010",AISI-SAE 4140,58.8,90,100,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,58.8
"Penha, 2010",AISI-SAE 4140,58.8,90,150,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,58.6
"Penha, 2010",AISI-SAE 4140,58.8,90,200,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,58.2
"Penha, 2010",AISI-SAE 4140,58.8,90,250,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,57.2
"Penha, 2010",AISI-SAE 4140,58.8,90,400,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,54.6
"Grange and Baughman, 1956",AISI-SAE 4140,?,120,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,46.9
"Grange and Baughman, 1956",AISI-SAE 4140,?,120,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,41.4
"Grange and Baughman, 1956",AISI-SAE 4140,?,120,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,38.0
"Grange and Baughman, 1956",AISI-SAE 4140,?,120,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,34.1
"Grange and Baughman, 1956",AISI-SAE 4140,?,300,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,46.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,300,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,40.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,300,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,36.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,300,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,33.8
"Penha, 2010",AISI-SAE 4140,58.8,900,100,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,59.2
"Penha, 2010",AISI-SAE 4140,58.8,900,150,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,56.3
"Penha, 2010",AISI-SAE 4140,58.8,900,200,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,58.0
"Penha, 2010",AISI-SAE 4140,58.8,900,250,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,54.0
"Penha, 2010",AISI-SAE 4140,58.8,900,300,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,50.5
"Penha, 2010",AISI-SAE 4140,58.8,900,400,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,50.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,900,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,45.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,900,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,39.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,900,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,34.6
"Grange and Baughman, 1956",AISI-SAE 4140,?,900,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,31.6
"Grange and Baughman, 1956",AISI-SAE 4140,?,3600,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,54.4
"Penha, 2010",AISI-SAE 4140,58.8,3600,250,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,50.9
"Grange and Baughman, 1956",AISI-SAE 4140,?,3600,260,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,51.1
"Penha, 2010",AISI-SAE 4140,58.8,3600,300,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,49.2
"Grange and Baughman, 1956",AISI-SAE 4140,?,3600,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,48.7
"Grange and Baughman, 1956",AISI-SAE 4140,?,3600,371.1,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,48.0
"Penha, 2010",AISI-SAE 4140,58.8,3600,400,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,43.6
"Grange and Baughman, 1956",AISI-SAE 4140,?,3600,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,45.0
"Grange and Baughman, 1956",AISI-SAE 4140,?,3600,482.2,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,41.1
"Penha, 2010",AISI-SAE 4140,58.8,3600,500,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,38.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,3600,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,38.2
"Grange and Baughman, 1956",AISI-SAE 4140,?,3600,593.3,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,35.4
"Penha, 2010",AISI-SAE 4140,58.8,3600,600,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,33.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,3600,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,31.2
"Penha, 2010",AISI-SAE 4140,58.8,3600,700,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,20.9
"Grange and Baughman, 1956",AISI-SAE 4140,?,7200,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,54.2
"Grange and Baughman, 1956",AISI-SAE 4140,?,7200,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,48.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,7200,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,44.0
"Grange and Baughman, 1956",AISI-SAE 4140,?,7200,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,36.3
"Grange and Baughman, 1956",AISI-SAE 4140,?,7200,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,27.8
"Penha, 2010",AISI-SAE 4140,58.8,9000,100,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,58.5
"Penha, 2010",AISI-SAE 4140,58.8,9000,150,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,52.7
"Penha, 2010",AISI-SAE 4140,58.8,9000,200,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,52.2
"Penha, 2010",AISI-SAE 4140,58.8,9000,250,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,50.0
"Penha, 2010",AISI-SAE 4140,58.8,9000,300,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,48.1
"Penha, 2010",AISI-SAE 4140,58.8,9000,400,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,43.1
"Penha, 2010",AISI-SAE 4140,58.8,9000,500,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,37.1
"Penha, 2010",AISI-SAE 4140,58.8,9000,600,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,29.9
"Penha, 2010",AISI-SAE 4140,58.8,9000,700,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,19.4
"Grange and Baughman, 1956",AISI-SAE 4140,?,14400,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,53.4
"Grange and Baughman, 1956",AISI-SAE 4140,?,14400,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,48.9
"Grange and Baughman, 1956",AISI-SAE 4140,?,14400,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,43.8
"Grange and Baughman, 1956",AISI-SAE 4140,?,14400,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,36.0
"Grange and Baughman, 1956",AISI-SAE 4140,?,14400,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,26.2
"Grange and Baughman, 1956",AISI-SAE 4140,?,28800,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,52.9
"Grange and Baughman, 1956",AISI-SAE 4140,?,28800,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,49.2
"Grange and Baughman, 1956",AISI-SAE 4140,?,28800,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,43.5
"Grange and Baughman, 1956",AISI-SAE 4140,?,28800,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,35.2
"Grange and Baughman, 1956",AISI-SAE 4140,?,28800,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,24.7
"Grange and Baughman, 1956",AISI-SAE 4140,?,57600,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,53.0
"Grange and Baughman, 1956",AISI-SAE 4140,?,57600,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,49.5
"Grange and Baughman, 1956",AISI-SAE 4140,?,57600,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,42.7
"Grange and Baughman, 1956",AISI-SAE 4140,?,57600,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,34.7
"Grange and Baughman, 1956",AISI-SAE 4140,?,57600,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,23.3
"Penha, 2010",AISI-SAE 4140,58.8,86400,100,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,58.5
"Penha, 2010",AISI-SAE 4140,58.8,86400,150,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,51.4
"Penha, 2010",AISI-SAE 4140,58.8,86400,200,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,50.4
"Penha, 2010",AISI-SAE 4140,58.8,86400,250,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,49.7
"Penha, 2010",AISI-SAE 4140,58.8,86400,300,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,44.6
"Penha, 2010",AISI-SAE 4140,58.8,86400,400,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,40.9
"Penha, 2010",AISI-SAE 4140,58.8,86400,600,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,28.1
"Penha, 2010",AISI-SAE 4140,58.8,86400,700,0.41,0.88,0.016,0.018,0.23,0,1.02,0.22,0,0,0,15.9
"Grange and Baughman, 1956",AISI-SAE 4140,?,115200,204.4,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,52.6
"Grange and Baughman, 1956",AISI-SAE 4140,?,115200,315.6,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,49.1
"Grange and Baughman, 1956",AISI-SAE 4140,?,115200,426.7,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,42.7
"Grange and Baughman, 1956",AISI-SAE 4140,?,115200,537.8,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,34.1
"Grange and Baughman, 1956",AISI-SAE 4140,?,115200,648.9,0.37,0.77,0.019,0.026,0.15,0.04,0.98,0.21,0,0,0,21.2
"Penha, 2010",AISI-SAE 4340,55.8,10,100,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,56.9
"Penha, 2010",AISI-SAE 4340,55.8,10,150,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,55.4
"Penha, 2010",AISI-SAE 4340,55.8,10,200,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,55.8
"Penha, 2010",AISI-SAE 4340,55.8,10,250,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,54.9
"Penha, 2010",AISI-SAE 4340,55.8,10,300,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,53.9
"Penha, 2010",AISI-SAE 4340,55.8,10,400,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,54.4
"Penha, 2010",AISI-SAE 4340,55.8,10,500,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,45.2
"Penha, 2010",AISI-SAE 4340,55.8,10,600,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,44.1
"Penha, 2010",AISI-SAE 4340,55.8,10,700,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,35.1
"Grange and Baughman, 1956",AISI-SAE 4340,?,40,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,49.0
"Grange and Baughman, 1956",AISI-SAE 4340,?,40,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,44.0
"Grange and Baughman, 1956",AISI-SAE 4340,?,40,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,40.9
"Grange and Baughman, 1956",AISI-SAE 4340,?,40,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,38.6
"Penha, 2010",AISI-SAE 4340,55.8,90,100,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,55.9
"Penha, 2010",AISI-SAE 4340,55.8,90,150,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,55.2
"Penha, 2010",AISI-SAE 4340,55.8,90,200,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,55.4
"Penha, 2010",AISI-SAE 4340,55.8,90,250,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,54.5
"Penha, 2010",AISI-SAE 4340,55.8,90,300,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,50.0
"Penha, 2010",AISI-SAE 4340,55.8,90,400,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,48.0
"Penha, 2010",AISI-SAE 4340,55.8,90,500,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,45.0
"Penha, 2010",AISI-SAE 4340,55.8,90,600,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,37.7
"Penha, 2010",AISI-SAE 4340,55.8,90,700,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,33.6
"Grange and Baughman, 1956",AISI-SAE 4340,?,120,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,47.6
"Grange and Baughman, 1956",AISI-SAE 4340,?,120,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,43.9
"Grange and Baughman, 1956",AISI-SAE 4340,?,120,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,42.1
"Grange and Baughman, 1956",AISI-SAE 4340,?,120,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,37.4
"Grange and Baughman, 1956",AISI-SAE 4340,?,300,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,46.9
"Grange and Baughman, 1956",AISI-SAE 4340,?,300,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,43.6
"Grange and Baughman, 1956",AISI-SAE 4340,?,300,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,40.0
"Grange and Baughman, 1956",AISI-SAE 4340,?,300,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,35.6
"Penha, 2010",AISI-SAE 4340,55.8,900,100,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,55.4
"Penha, 2010",AISI-SAE 4340,55.8,900,150,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,56.1
"Penha, 2010",AISI-SAE 4340,55.8,900,200,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,55.2
"Penha, 2010",AISI-SAE 4340,55.8,900,250,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,52.8
"Penha, 2010",AISI-SAE 4340,55.8,900,300,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,49.8
"Penha, 2010",AISI-SAE 4340,55.8,900,400,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,46.0
"Grange and Baughman, 1956",AISI-SAE 4340,?,900,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,45.3
"Penha, 2010",AISI-SAE 4340,55.8,900,500,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,38.1
"Grange and Baughman, 1956",AISI-SAE 4340,?,900,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,41.3
"Grange and Baughman, 1956",AISI-SAE 4340,?,900,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,39.7
"Penha, 2010",AISI-SAE 4340,55.8,900,600,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,33.6
"Grange and Baughman, 1956",AISI-SAE 4340,?,900,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,34.5
"Penha, 2010",AISI-SAE 4340,55.8,900,700,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,33.2
"Grange and Baughman, 1956",AISI-SAE 4340,?,3600,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,54.9
"Penha, 2010",AISI-SAE 4340,55.8,3600,250,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,50.5
"Grange and Baughman, 1956",AISI-SAE 4340,?,3600,260,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,52.0
"Penha, 2010",AISI-SAE 4340,55.8,3600,300,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,48.1
"Grange and Baughman, 1956",AISI-SAE 4340,?,3600,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,49.4
"Grange and Baughman, 1956",AISI-SAE 4340,?,3600,371.1,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,48.7
"Penha, 2010",AISI-SAE 4340,55.8,3600,400,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,43.8
"Grange and Baughman, 1956",AISI-SAE 4340,?,3600,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,45.7
"Grange and Baughman, 1956",AISI-SAE 4340,?,3600,482.2,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,42.9
"Penha, 2010",AISI-SAE 4340,55.8,3600,500,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,37.5
"Grange and Baughman, 1956",AISI-SAE 4340,?,3600,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,39.8
"Grange and Baughman, 1956",AISI-SAE 4340,?,3600,593.3,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,37.4
"Penha, 2010",AISI-SAE 4340,55.8,3600,600,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,31.9
"Grange and Baughman, 1956",AISI-SAE 4340,?,3600,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,32.6
"Penha, 2010",AISI-SAE 4340,55.8,3600,700,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,20.3
"Grange and Baughman, 1956",AISI-SAE 4340,?,7200,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,54.5
"Grange and Baughman, 1956",AISI-SAE 4340,?,7200,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,49.7
"Grange and Baughman, 1956",AISI-SAE 4340,?,7200,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,45.0
"Grange and Baughman, 1956",AISI-SAE 4340,?,7200,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,39.2
"Grange and Baughman, 1956",AISI-SAE 4340,?,7200,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,25.3
"Penha, 2010",AISI-SAE 4340,55.8,9000,100,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,55.3
"Penha, 2010",AISI-SAE 4340,55.8,9000,150,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,52.1
"Penha, 2010",AISI-SAE 4340,55.8,9000,200,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,50.5
"Penha, 2010",AISI-SAE 4340,55.8,9000,250,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,47.5
"Penha, 2010",AISI-SAE 4340,55.8,9000,300,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,45.6
"Penha, 2010",AISI-SAE 4340,55.8,9000,400,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,41.2
"Penha, 2010",AISI-SAE 4340,55.8,9000,500,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,35.8
"Penha, 2010",AISI-SAE 4340,55.8,9000,600,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,23.2
"Penha, 2010",AISI-SAE 4340,55.8,9000,700,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,15.9
"Grange and Baughman, 1956",AISI-SAE 4340,?,14400,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,53.9
"Grange and Baughman, 1956",AISI-SAE 4340,?,14400,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,49.3
"Grange and Baughman, 1956",AISI-SAE 4340,?,14400,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,44.6
"Grange and Baughman, 1956",AISI-SAE 4340,?,14400,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,38.5
"Grange and Baughman, 1956",AISI-SAE 4340,?,14400,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,23.6
"Grange and Baughman, 1956",AISI-SAE 4340,?,28800,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,53.7
"Grange and Baughman, 1956",AISI-SAE 4340,?,28800,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,49.6
"Grange and Baughman, 1956",AISI-SAE 4340,?,28800,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,44.3
"Grange and Baughman, 1956",AISI-SAE 4340,?,28800,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,38.5
"Grange and Baughman, 1956",AISI-SAE 4340,?,28800,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,21.9
"Grange and Baughman, 1956",AISI-SAE 4340,?,57600,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,53.3
"Grange and Baughman, 1956",AISI-SAE 4340,?,57600,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,49.5
"Grange and Baughman, 1956",AISI-SAE 4340,?,57600,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,44.1
"Grange and Baughman, 1956",AISI-SAE 4340,?,57600,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,37.9
"Grange and Baughman, 1956",AISI-SAE 4340,?,57600,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,19.4
"Penha, 2010",AISI-SAE 4340,55.8,86400,100,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,54.9
"Penha, 2010",AISI-SAE 4340,55.8,86400,150,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,51.0
"Penha, 2010",AISI-SAE 4340,55.8,86400,200,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,46.5
"Penha, 2010",AISI-SAE 4340,55.8,86400,250,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,45.0
"Penha, 2010",AISI-SAE 4340,55.8,86400,300,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,44.2
"Penha, 2010",AISI-SAE 4340,55.8,86400,400,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,37.1
"Penha, 2010",AISI-SAE 4340,55.8,86400,500,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,34.8
"Penha, 2010",AISI-SAE 4340,55.8,86400,600,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,21.3
"Penha, 2010",AISI-SAE 4340,55.8,86400,700,0.39,0.75,0.019,0.016,0.26,1.74,0.79,0.26,0,0,0,13.5
"Grange and Baughman, 1956",AISI-SAE 4340,?,115200,204.4,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,53.2
"Grange and Baughman, 1956",AISI-SAE 4340,?,115200,315.6,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,49.3
"Grange and Baughman, 1956",AISI-SAE 4340,?,115200,426.7,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,44.4
"Grange and Baughman, 1956",AISI-SAE 4340,?,115200,537.8,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,36.7
"Grange and Baughman, 1956",AISI-SAE 4340,?,115200,648.9,0.42,0.78,0.018,0.027,0.24,1.79,0.8,0.33,0,0,0,17.7
"Grange and Baughman, 1956",AISI-SAE 4640,?,40,426.7,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,45.2
"Grange and Baughman, 1956",AISI-SAE 4640,?,40,537.8,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,39.2
"Grange and Baughman, 1956",AISI-SAE 4640,?,40,593.3,0.36,0.63,0.018,0.021,0.19,1.84,0.06,0.23,0,0,0,36.7
